"","ASV","Coefficient","Phylum"
"51","00b6818270f800163b29e1c389c5cf6d",0.0542220574719412,"Bacteroidota"
"52","00bcb406874bfe7f2eeb862d6becd4a7",0.0663032323898595,"Acidobacteriota"
"53","00be5c16864fd7507c54750afedd7010",0.0839860248333841,"Proteobacteria"
"54","00c007d2efe8f57a2097e362d1231c0d",-0.00815782413118147,"Firmicutes"
"55","00c2d6885da513f858c3cc2c40fef9c3",-0.00112921810651984,"Acidobacteriota"
"56","00c5a10f211e2e3804f7ad7ce52a25ff",-0.0381580882785772,"Others"
"57","00ce3b68afd781f92d6501e428c83002",-0.00568982227888537,"Chloroflexi"
"58","00d0f6d6eaa45ea6b0978945ff8ff4de",-0.00967343146912286,"Others"
"59","00da8319f591a211ae8d75ea7295ff42",-0.000587722891806053,"Proteobacteria"
"60","00dd6163a0ff44c4239904f714411567",-0.00289662370535019,"Chloroflexi"
"61","00de2e273ddfaee4382e2caa68843d9b",0.0198605051917144,"Bacteroidota"
"62","00e116ef6689cb91319f1d5cdb5e7756",-0.00142693853005604,"Others"
"63","00e3bb14a143afa1ebfd47ac98881d84",-0.0356989130326985,"Acidobacteriota"
"64","00e56239990edfae42f5dfbbfcc24fdd",-0.00341974750295919,"Others"
"65","00e86432b5081b1606452de46cb8125f",-0.0116427922810222,"Others"
"66","00ec65b0f462c78211b5ba55f35338dc",-0.00125990929711902,"Acidobacteriota"
"67","00eeb66c256f8ea9974ef191439f9874",-0.00916249472500004,"Chloroflexi"
"68","00f07824a63b6d02c297e0d69a74377c",0.0105832102207341,"Verrucomicrobiota"
"69","00f41d2080557f88dfba38f1d67fefd7",-0.00541322695467213,"Chloroflexi"
"70","00fc5c805f18314325fe2f3f780143a0",-0.00300859547048189,"Proteobacteria"
"71","00fcddb551a103201489f6a741ce076d",-0.0131145478930538,"Proteobacteria"
"72","00ff07b4a4d48aec18bfd89759bc52e5",-0.0149980807117871,"Actinobacteriota"
"73","01067f23e4f1b3eabbcc07e4ddace274",-0.00828803999473604,"Chloroflexi"
"74","010685833fc68d01a1fb42570a2615d9",-0.00713756235520297,"Acidobacteriota"
"75","01089c5febec0da992b1c3f47267b8f4",-0.0147869557606512,"Acidobacteriota"
"76","010da73ede54e434f4d0ccbcee320cca",-0.0147350974485438,"Bacteroidota"
"77","0111dd2a35471cc83dcb3caa60b506cc",-0.00208608653932249,"Others"
"78","0115d66da7f7ea80bf4ece426a61430c",-0.00825027833685318,"Others"
"79","0117a19ee071b740b9c2b029c390e0a4",-0.00140397726663841,"Firmicutes"
"80","011a0b346b277874d003944fa1991b8d",-0.00102394756480161,"Actinobacteriota"
"81","011c1af72df4d0dcb1d15585f23d8de0",-0.00574378879692738,"Others"
"82","011cb73256ee1369a9d422c719fc4a63",-0.00395458903566826,"Chloroflexi"
"83","011f3d0193ae9785a61ca59831d7d7d1",0.0193515995072987,"Chloroflexi"
"84","0122a79a612777e145748ab640e87180",0.0863146501077897,"Others"
"85","0123acace89246039da59785daea8358",0.0413520252121757,"Planctomycetota"
"86","0125f6d7962a4dded7cedac8f1922640",0.0297679843831522,"Bacteroidota"
"87","012641c2b8a88a19147d439750dfda36",-0.140462962566494,"Others"
"88","0126783ed4974808d6f5a22fa99f87a2",-0.00328654648195276,"Actinobacteriota"
"89","012d4dc2c2e0dca2229050df3b339664",-0.00569226731909138,"Actinobacteriota"
"90","012f8815208831b7547ce0a9163926ed",-0.00671637763234341,"Acidobacteriota"
"91","01322c8dc397442cbefa861f75d632de",-0.00563553081355799,"Bacteroidota"
"92","013294676ede34c290a25d5da1d2540d",0.057993015926651,"Bacteroidota"
"93","01353923e2e6219198b8d092099e0d9f",-0.00830000099867433,"Firmicutes"
"94","013cbc8b085d46e5aa776fb87856f7b5",-0.00623308218734937,"Proteobacteria"
"95","013da50f9a5c603403d04b51a4e8b9d5",-0.00302056425958869,"Actinobacteriota"
"96","014278ac84b55fb7d4118babfa14307a",0.0611458549464409,"Acidobacteriota"
"97","01430c4a69afcbea6f1f5304344692f9",0.026935419802175,"Proteobacteria"
"98","0145feeebdf7f306272c3c6c98a6842b",-0.00207165760654355,"Chloroflexi"
"99","014609b73171c1d61a118605e46dbbab",-0.0019128745108972,"Proteobacteria"
"100","014d5d2792ba3585056b88a12fcf0be4",-0.00119420775760596,"Acidobacteriota"
"101","015128d57efefa891183b128c138040e",-0.00175955522804841,"Chloroflexi"
"102","015657e0234c26333194fc355faa0036",-0.0232289969012001,"Cyanobacteria"
"103","0156c9a3cf33ce98250c1fb87a7e1de3",-0.00316912557941046,"Chloroflexi"
"104","0167e1bd8560c962ee9e440f30318dfb",-0.103269494803226,"Actinobacteriota"
"105","0170db306ab4e3d6a412fb377121b9a2",-0.00306013104736003,"Chloroflexi"
"106","017273ac5fe3ab49de7aed282713b10f",-0.0306388167537114,"Others"
"107","01730612c0de99b8d46e693a1c4632e3",-0.00274524126973372,"Bacteroidota"
"108","0174051bc33dbb18a4ab86e9f7f4c94e",-0.014210379017612,"Patescibacteria"
"109","017d89c856797f44631e41820672efc6",0.0708948408647752,"Proteobacteria"
"110","017dd8a426600a4a7dd7c02b034882a1",-0.00369758105749186,"Planctomycetota"
"111","01811ede81356e457c245777f9c6691e",0.0282740991032198,"Proteobacteria"
"112","018298e605c794114a3cfffde587816a",-0.0376012908744112,"Bacteroidota"
"113","018456e291c95061455d9cac2108fa27",-0.00431239647981483,"Acidobacteriota"
"114","0186d80d8570d5c501f6035cb17f4174",-0.00572647927909649,"Proteobacteria"
"115","018db4566cee28792822b1fe084c8cdf",-0.00715606133858752,"Firmicutes"
"116","018dfbc0af46265523a8a8bc44a915ae",-0.00967343146912286,"Chloroflexi"
"117","018fdea643ffe33e7b636f70afc342f1",-0.0152955108281548,"Others"
"118","0194c54306d442c7d4dcfc05c697c92c",-0.017275019504467,"Proteobacteria"
"119","0195258796daf9bd5bdc1ad8e41f215b",-0.00414020168158432,"Proteobacteria"
"120","019736bba535181f8788571b47375d25",-0.00105556934256795,"Actinobacteriota"
"121","019fcf175e08b1828d5669344fe41b0b",0.0345732198146957,"Others"
"122","01a0f5b8a1bd79311fb9400a0d447747",-0.00460751774654268,"Acidobacteriota"
"123","01a6066999a0d4a6354f46b346399f6c",-0.00242148540774577,"Verrucomicrobiota"
"124","01ac7cfc215837ca859adae5ac056d6f",-0.00113487073917056,"Chloroflexi"
"125","01b002fe1d88ea9daf275dcd3f7aa51d",-0.0204036744081366,"Proteobacteria"
"126","01b2ad079f489894927615c88df9dfe3",-0.00030295624261641,"Actinobacteriota"
"127","01b6d32a92cd742f36c74aa02420ed3a",-0.0018354222281681,"Others"
"128","01be2790805fb3e39ad58a38a6a8411e",0.0401709345532478,"Actinobacteriota"
"129","01c0c8f59dbe4e79370ec018b33ca8a8",-0.00747785298793841,"Acidobacteriota"
"130","01ca8d8b4760852579e1fa23bc6b03da",-0.0616767110551609,"Others"
"131","01cb670ce4f48fafb271bb13c6e6df4c",-0.0138839764512844,"Cyanobacteria"
"132","01cdb851574e0a9f40d7350cdd3c6815",-0.00389910442254025,"Others"
"133","01d0a7a7eb9ff2ab074f303025d56c21",-0.00402739685989039,"Planctomycetota"
"134","01d3aa100e52e212016d1430a6325159",-0.00191787221604462,"Others"
"135","01d4101ffa906a2f3cf36b9bbaca951d",-0.0173842433488965,"Chloroflexi"
"136","01d61e39768dcc7121b75da95a44ee11",-0.000686943741249636,"Chloroflexi"
"137","01dff5d40f7a902fc54f6b7061676674",-0.0198588265305988,"Bacteroidota"
"138","01e7f2092c0e51c2e86041c0cd293e3f",-0.00676710996170268,"Proteobacteria"
"139","01e94d99c7252a907f9087ed537a3c10",-0.0136484585329077,"Proteobacteria"
"140","01e95549c24a37aadc0fd2069e6ffdac",-0.00320884189769791,"Others"
"141","01ec077be0f4cf45489a5bcafe6382e5",-0.017737199303577,"Proteobacteria"
"142","01ec6a98fff8f6d48541fc840cde8ae4",-0.0389024329686744,"Bacteroidota"
"143","01ee827f62fdc76c838cec1a67f2f1ac",-0.00351287645665497,"Others"
"144","01f18325e58a1c19a46b7714e1b29c95",-0.00107126580105004,"Verrucomicrobiota"
"145","01f18def866d5a6eac8ddfd18e27e2af",-0.00911746905412628,"Others"
"146","01f8dec47b7fc7e0996a11b0f0630b77",-0.00435203956788833,"Others"
"147","01fc71ba32476958eca31bbcc50f7952",-0.012471107354073,"Others"
"148","02012880a9aaf2be4da6f104bc4bf853",-0.0124085916555145,"Proteobacteria"
"149","0202db334df32f9acd47a07ec9bdaec4",-0.0015265813572155,"Verrucomicrobiota"
"150","020d2399fee93119490e87370f6fbbcc",-0.004535755899596,"Verrucomicrobiota"
"151","020e224543dac1054f28d55ffd3c2e8c",-0.0114994582585854,"Verrucomicrobiota"
"152","0211ed600f77363d0b473889519d3883",-0.0139737794173994,"Bacteroidota"
"153","02141a7f25e4e5235f7a1b77d0b95ca4",-0.0153727869148344,"Proteobacteria"
"154","0215d9c68c3a4eafcc6fd6d51e583cf1",-0.0102851145583844,"Others"
"155","02170e8050e92f48993268184f7454a2",-0.000537201971527256,"Others"
"156","021eac4bc9fb85343a83f3f67b5d1d96",-0.00184245478895543,"Verrucomicrobiota"
"157","022176608dec63aabe3573703602ca2e",-0.0320076208864484,"Chloroflexi"
"158","022e019870a4b5dd39c09bf2a1a1c74f",-0.00145703463602413,"Bacteroidota"
"159","0237338c7ee1e2659646b84c27558197",-0.00850008091999558,"Acidobacteriota"
"160","02382fa08852cc6ec8c2ec02111199cb",-0.0015265813572155,"Firmicutes"
"161","023946d909bae9ef544883d4620db9bc",-0.0310291866672159,"Chloroflexi"
"162","023a824cb8685779ab9cd84793321761",-0.00291901240408364,"Proteobacteria"
"163","02418f92ad162c91844760c7677db9c9",-0.229978063296198,"Proteobacteria"
"164","024198b9f9a727f17c4d38d799453c73",-0.010613788862309,"Actinobacteriota"
"165","024b42e61583af175674290552b8ed9d",-0.0614612191664919,"Proteobacteria"
"166","024ef856f6382ed34618eca97f753b09",0.0882816927488165,"Proteobacteria"
"167","0255c94cad4cfcce4f61e031e597e3c8",-0.00287813753558205,"Bacteroidota"
"168","0256473acac2ec0c6b2e01f5a0de3a0b",-0.00126908596681372,"Bacteroidota"
"169","025ae7d0df2568e1ce356c20d21da241",-0.00497008642485236,"Proteobacteria"
"170","025bdb2c8aa02cc58ebd61e9e9deae9a",-0.00200729664649649,"Planctomycetota"
"171","0262e7d284e0c833f4a1960904d26c4b",-0.00794173818121017,"Planctomycetota"
"172","026c812d42ade7da21ddedca99a59da5",-0.0129142000030468,"Bacteroidota"
"173","027539dbb70ce67b439f0f5a8a677e91",-0.00801740605619658,"Proteobacteria"
"174","027d5c30ddaf1e4f5ccc8185f949aa75",-0.00389306520125295,"Actinobacteriota"
"175","02802e86bec78c57ed3a9eea0db533f1",-0.0180032859164983,"Proteobacteria"
"176","02817b8b9b9f9780854cb28d19d59351",-0.00310122348787458,"Bacteroidota"
"177","0282e3d9b9aa37365de8107365cec2cb",-0.0120847285717669,"Actinobacteriota"
"178","02880bca12c185a77358ab268fc9d74a",0.057993015926651,"Proteobacteria"
"179","028c49ca35babebd94dd2a4530ab7753",-0.00884933768250032,"Firmicutes"
"180","028dd9f686854cd99d59c67d6fabd062",-0.00214032986845591,"Actinobacteriota"
"181","028e779d5102492531cf4cf86a1e60a8",-0.00273502829831121,"Firmicutes"
"182","028f85a9dcd8a3b4753da583e6903655",-0.0112404060566401,"Proteobacteria"
"183","0290e9b2dbbba4127128469bb53a260d",-0.0191036979532743,"Others"
"184","0291b42190f09d7fe015b38462214dd0",-0.00676710996170268,"Planctomycetota"
"185","0297b0a2ca80a69d03b1749abaeaa10b",-0.0111073100037167,"Others"
"186","029bb79506e895dc30d9014b8a57077f",0.101059510088629,"Proteobacteria"
"187","02a36ea5bf8caafe2ac744560b0f20d1",0.0277448311252377,"Patescibacteria"
"188","02a6ab480b4997fc750fee45fdf9f7cb",-0.00117257277141767,"Proteobacteria"
"189","02a7d0ea1c34202783af068e13163aaa",-0.00865071873353466,"Planctomycetota"
"190","02a907506c92dfe6cad5ced3346ef14e",-0.00263299305692299,"Proteobacteria"
"191","02af743734992840c4f63515daf859ba",0.0180763667302585,"Proteobacteria"
"192","02afd00885402b8c9c6fc6be122d84c5",-0.011140849080866,"Chloroflexi"
"193","02b2979cca256a789e6b9b37e987a6e1",-0.0419853031635999,"Bacteroidota"
"194","02b2fa8364055824fd7b31375e271c60",-0.00242148540774577,"Verrucomicrobiota"
"195","02b30e1d84509055cc8945f285c9d8d0",-0.0270320121895506,"Patescibacteria"
"196","02b525712f3ff99f4d9adfceb0a29af3",-0.0354252335760123,"Proteobacteria"
"197","02b6351a86c77bf2033095b5638e0413",-0.0762960571836286,"Bacteroidota"
"198","02b89088b4ccb4af662f0709288b1569",-0.0133857806056614,"Proteobacteria"
"199","02ba420820b94add58aa7093e5eaaaa8",-0.0154999455861053,"Acidobacteriota"
"200","02bcaa1df3b45e6c073e49fce133b72d",-0.0173005723698266,"Proteobacteria"
"201","02beef6740011147eae9dc34ce7d6330",-0.000756561029495045,"Verrucomicrobiota"
"202","02c0586262be29e150186700a8394bfd",0.102823091544761,"Bacteroidota"
"203","02c198df105493e41381cffe1eddbd0e",0.175583503966881,"Proteobacteria"
"204","02c5344278667059dadcca11bc3829b3",-0.00635415603149593,"Proteobacteria"
"205","02c899eeccb8da3d0a77289c1a1e081e",0.0217087738288422,"Acidobacteriota"
"206","02cae9e8ca472d87ef2d1235e8fe21fa",-0.00207165760654355,"Proteobacteria"
"207","02d724a11218b6326ba1feeb95deb73c",-0.0184932915669126,"Bacteroidota"
"208","02df6f3b033eccb4f9d836c9c99d256a",-0.0113379272809662,"Others"
"209","02e94cd03e9ca70a0e183a98b8b980cf",-0.010250807245005,"Firmicutes"
"210","02ebe551529dcde568942020bce45ebd",-0.000714106952306022,"Acidobacteriota"
"211","02ec97e4a301684105b21ac881e81a58",-0.00151042851264628,"Proteobacteria"
"212","02f3a0c3ebd701f0431b4e0e9e9ad633",-0.00598133083992598,"Actinobacteriota"
"213","02fd4f023ea1e04876fbd46af0aeb8a3",-0.0263068438539653,"Acidobacteriota"
"214","02fe5a508e734416f01f12289de2b5be",-0.026694230421204,"Others"
"215","0300c40e173f2751afbc06aae3bbac6e",-0.0155702316666214,"Cyanobacteria"
"216","0302571d64c789b9fe34808702b48d9f",-0.0100878884109537,"Proteobacteria"
"217","0305a70e4b67a953d9ef8c62bd487ea9",-0.00271406441264904,"Chloroflexi"
"218","0309a1b2f0538a08cc0793e3f00f63e9",-0.028507152497927,"Bacteroidota"
"219","0309d684f08d382e621ce4b2c9698a82",-0.0526349935354407,"Verrucomicrobiota"
"220","030cfaa28b645b2fad277b5e9fba96bd",-0.00136758918367914,"Bacteroidota"
"221","030e954486b235fd48ac5c51f4dd2adb",0.266295201402788,"Actinobacteriota"
"222","0310173c2b1546ad05c3d8a84b25d1cd",-0.00154223760568198,"Proteobacteria"
"223","031720202da91ddcbf4eb34c5e7f9b0d",0.211977075392152,"Actinobacteriota"
"224","031a5630719ee5927c4c2e92dbc2b028",-0.0196189851692439,"Actinobacteriota"
"225","031be8129ba32e5c218b458b233df0b1",0.0453313579642322,"Proteobacteria"
"226","031d0c6c041a5cc01d0ce77707b08d74",-0.0524492979803351,"Actinobacteriota"
"227","0324f36efb5cffe0108b9aff227951cd",-0.00949432717212082,"Others"
"228","0325bb5a81ffcde6662b479be2b766b4",-0.0156762969124454,"Actinobacteriota"
"229","0326125750f8abd9d0b269e9cb54c5cc",-0.00906319442542487,"Chloroflexi"
"230","03320b634a1d444c1891b7fb1304de5a",-0.0345589841912553,"Chloroflexi"
"231","0332b6843bfbb1ed218afcfb2d78877f",-0.013987587968495,"Others"
"232","033a7fdedb621e8011b80ff8fff60461",0.0204795506259646,"Acidobacteriota"
"233","033ac4bb8184a45f6da75ae6335f8328",-0.00504301841544634,"Acidobacteriota"
"234","0340af74174c6661413603cb78bf389f",-0.0154443859374722,"Proteobacteria"
"235","03429acaf9dd36b7eb1ca38c68599ec1",-0.0145354224201709,"Bacteroidota"
"236","03438643c38711e48ff1bc6eeea1e852",-0.0171361417382651,"Bacteroidota"
"237","0345d584827c3999de5aa5c760fdcd67",-0.00985510471537103,"Others"
"238","0346765147b550a2e1dfd1b43bd00bb7",0.0535055396250807,"Bacteroidota"
"239","0348a4ae7fa924c33db8dd20c542ddc3",-0.00200729664649649,"Acidobacteriota"
"240","034924a46e265161eb3823b7eb39a4cd",-0.000583384132275432,"Planctomycetota"
"241","0353005661b9d2d926f474339eda71ea",-0.00146526082555235,"Acidobacteriota"
"242","0353eabb1edf72f8c67e64869635269e",-0.00535307019340692,"Cyanobacteria"
"243","0353fb51cc59658378b6fd286204ae94",-0.00986689145733571,"Proteobacteria"
"244","035b325fa029aff6a831eec0c9028638",-0.00547171252053538,"Chloroflexi"
"245","035cd8af2707033d300a9b6bda0ad9a1",0.095575406578276,"Cyanobacteria"
"246","035ffbe05498f733e9e031941daf77cf",0.0349866818183396,"Proteobacteria"
"247","03618611c1d2c7405c330447a1b27370",-0.0189587605716609,"Proteobacteria"
"248","036736d852bd016128e45e3aca6963c6",-0.0445729298598098,"Proteobacteria"
"249","036837e4c33d1a3f703a140a7da93120",-0.0150537578522997,"Cyanobacteria"
"250","036e13043ed2191e69fb4fa0e113fa7f",-0.00381922947250444,"Bacteroidota"
"251","0376a22f398130936960b6ecb010de6c",-0.00664417496471373,"Firmicutes"
"252","03773072e8753c76633c8e3a6a689865",0.0227016731827844,"Actinobacteriota"
"253","037b8fe61908659aaa9d552b22c6092f",-0.0549549904370886,"Cyanobacteria"
"254","037eeb0633e66a733bfe51d6f33e697f",-0.0119009915879071,"Others"
"255","0380639a507eed6f13e4085535e7719c",-0.00470999579261005,"Verrucomicrobiota"
"256","0383eea237743c6a409b4dc03cb1cf17",-0.007115655357432,"Proteobacteria"
"257","038a138bbbf29647773177eea6921503",0.0339299919219324,"Proteobacteria"
"258","03918bc3c49f5b63ea9d78cee38c9dd9",-0.00460023672341283,"Others"
"259","039214e45f00ffb4e79bc31c2e147cd4",-0.0161401966442942,"Patescibacteria"
"260","0396b26d56a2116069477863f99b6e15",-0.0133900119593888,"Firmicutes"
"261","0396e661d1ec1b9066f21d9fc8697f0e",-0.00994476575460572,"Proteobacteria"
"262","039834e2b5d16d5b703e6d0c6327780c",-0.0442403678984301,"Acidobacteriota"
"263","0399fbcc745a9de67d232d289e238dc4",0.226526682474513,"Proteobacteria"
"264","039aa10851da48633b422764ba7a8659",0.171993775878831,"Proteobacteria"
"265","039b69bcb69f309725d68a75e1a30483",-0.00547108912763943,"Bacteroidota"
"266","039b731591d03f2e5c6e90c174ea0d3c",-0.00141304295288992,"Acidobacteriota"
"267","039e4e348325be2ad0070b7be25398c9",-0.0016425576280133,"Chloroflexi"
"268","03a14570529d21abcb3bb6292b403cda",-0.0222104073641557,"Actinobacteriota"
"269","03a50ddd4cd6767b14770d47cd094a92",-0.0055365585964998,"Planctomycetota"
"270","03a50eb61af3ee22d6818b5ccee486e4",-0.00843671126308554,"Cyanobacteria"
"271","03ad81123e4ac06141885ad9742831b1",-0.0015975800803828,"Proteobacteria"
"272","03ae181d734669fa16f3b8539189c711",-0.000756561029495045,"Chloroflexi"
"273","03b66fe5bf807bc444a4ec8207f4a493",-0.00834277857385155,"Proteobacteria"
"274","03b7c0e754a193d021e56439d1d20995",-0.00569230460675327,"Proteobacteria"
"275","03bc2226a1ef9b18bcc21a652e266a2c",-0.0336980874350401,"Proteobacteria"
"276","03bd4525518f58f9a0c8edce1c49068e",-0.00112773930234714,"Proteobacteria"
"277","03c021662d88f96cbdfdacd21420f0cd",-0.00544382631291728,"Proteobacteria"
"278","03c982af30879a4d574f894917785bd6",-0.00631142656205947,"Proteobacteria"
"279","03ca57d8ec0ed8a6eb719dce306d3463",-0.0102051752138959,"Others"
"280","03cf2ed22f7e88e51d40c1120cf10df6",0.021052505210391,"Verrucomicrobiota"
"281","03d7410f692bfa8621d47e7bf2aaf6e2",-0.00506138391910654,"Others"
"282","03d830b2efc220a817a22f5022e38c83",-0.00558155405736207,"Others"
"283","03d91340645ea09e67b639c1361d8fe9",-0.00615066669503654,"Proteobacteria"
"284","03d9a58812763c24e08834a73e508024",0.0223905414829761,"Patescibacteria"
"285","03ddcdc04d1b09edd0c7425cd5eb2ee8",-0.00572647927909649,"Proteobacteria"
"286","03e18e8e19f6a5314e6516e178c0ce4d",-0.00288377235954656,"Planctomycetota"
"287","03e19c6175d30b5021a424105238dcd2",-0.0106785700727823,"Others"
"288","03e22cc060aba68b0208638888f4d191",0.0260017711140052,"Firmicutes"
"289","03e65cac4a060bcd59e571884c0c8081",-0.00105484928590232,"Chloroflexi"
"290","03e8cee846b7fa4186a3c411ffb77f7e",0.173447423812099,"Actinobacteriota"
"291","03eabe0438b28db28bb9284646619547",-0.00538828048844006,"Acidobacteriota"
"292","03f8f433797129ed79012529b2d78919",-0.00113688790567886,"Actinobacteriota"
"293","03fd350ac3fb3766108e06c660d03bb0",-0.0278566083806739,"Others"
"294","03fe771d9687cda3d9e8bcc40d93c17c",-0.0391271673303635,"Verrucomicrobiota"
"295","03fec0ac267fa9c79011b6ea870211c8",-0.00102006775572889,"Proteobacteria"
"296","0403b35692775b63f81605e89f491137",-0.00169362483125918,"Acidobacteriota"
"297","040e406bd6fd03d394fc848fddaaf30b",-0.0127169624545439,"Proteobacteria"
"298","040f1947f1e0220453d8fcb27faccb70",-0.0184932915669126,"Bacteroidota"
"299","041dba7b9eacee20ddb6ccac8daf7fab",-0.0126246967129716,"Proteobacteria"
"300","04215a488d280156c784a78177da17a9",0.0267203357100327,"Firmicutes"
"301","04221bc05dc6b7105c7629c3d1c4e2ba",-0.00393622244172639,"Proteobacteria"
"302","0427a1af2f4988f62eeeae3d4cdba0cd",-0.0217984899224954,"Planctomycetota"
"303","0428b3f4eaac5db63046f524e2c7fc58",0.0239740428909705,"Proteobacteria"
"304","042a874d84b5fcbaee5db0f576de1147",-0.0083383796886041,"Verrucomicrobiota"
"305","042b91696d139cdd7623e22bba6cc1cc",-0.0126123170441707,"Patescibacteria"
"306","042e51278ba9c3cff0a82d7953ccbcae",-0.144721605124083,"Others"
"307","04321356c683e528cd917e63475372f4",-0.0113170360779734,"Patescibacteria"
"308","043355c8e3ffac103a64ab2ecf1d362a",0.0182982785945597,"Proteobacteria"
"309","04353d2a0402179c4f95f813e6b5324b",-0.0129142000030468,"Bacteroidota"
"310","0439da8159fe6daffc1a8f88ad26488c",-0.00470999579261005,"Actinobacteriota"
"311","043a2ac79cfcd0a60d4a209bda1393f3",0.0246198771381602,"Firmicutes"
"312","043aa26f1ec93417b519ab51d8276dc6",-0.0174676908008863,"Proteobacteria"
"313","04413ea00afa2396ece2668c0fca8361",0.0128939069232308,"Chloroflexi"
"314","0447711efd49a11a6cc2980507677866",-0.00212082904391292,"Actinobacteriota"
"315","0451028b95c73ee93f3f8e3c276afe81",-0.00759380824907293,"Actinobacteriota"
"316","0451eb05161fc41c27929376c390b01f",0.0177841786114077,"Proteobacteria"
"317","045281abfce33c753033fc336f3cdafa",0.0495419890346995,"Actinobacteriota"
"318","04550292646a14794b43d86685e2ea5c",-0.00458764919387548,"Proteobacteria"
"319","04565b1a8b402956c9de6074bd63508b",-0.00333987629149765,"Planctomycetota"
"320","0456c6f8594d1a3f31ffaba5508964e7",-0.00173558288877056,"Acidobacteriota"
